education-num|hours-per-week|female|nonwhite
4.0|84.0|0|0
9.0|35.0|0|1
10.0|40.0|0|1
9.0|40.0|0|0
13.024|40.953|0|1
8.024|45.953|0|0
6.0|48.0|0|0
14.024|43.953|0|0
13.0|45.0|0|0
9.024|42.953|0|1
14.024|45.953|0|0
16.0|40.0|0|0
10.0|50.0|0|0
9.0|40.0|0|1
10.024|17.953|0|1
9.0|55.0|0|0
9.0|50.0|0|0
9.0|40.0|0|0
14.0|40.0|0|0
10.024|45.953|0|1
9.024|37.953|0|0
9.0|50.0|0|0
9.0|20.0|0|0
12.0|45.0|0|0
13.024|32.953|0|0
9.0|40.0|0|0
10.0|30.0|0|1
9.0|40.0|0|0
9.0|55.0|0|0
10.0|45.0|0|0
9.0|70.0|0|0
4.0|45.0|0|0
6.0|8.0|0|0
9.024|45.953|0|0
8.024|45.953|0|1
7.024|20.953|0|0
13.0|40.0|0|1
7.0|40.0|0|0
9.0|40.0|0|1
14.0|40.0|0|0
6.0|40.0|0|1
9.0|50.0|0|0
9.0|40.0|0|1
14.0|40.0|0|0
9.024|45.953|0|0
13.0|50.0|0|0
9.024|43.953|0|0
9.0|50.0|0|0
13.0|40.0|0|0
12.0|50.0|0|0
11.0|40.0|0|0
9.0|40.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
4.024|45.953|0|0
7.024|45.953|0|1
9.0|40.0|0|0
15.024|60.953|0|0
9.0|40.0|0|0
9.0|40.0|0|1
15.0|55.0|0|0
10.0|60.0|0|0
10.024|45.953|0|0
13.0|40.0|0|0
9.0|45.0|0|0
9.024|45.953|0|0
10.024|21.953|0|0
10.024|20.953|0|0
7.0|40.0|0|0
9.0|60.0|0|0
10.024|35.953|0|0
11.024|55.953|0|0
9.0|40.0|0|1
7.0|40.0|0|0
13.024|50.953|0|0
9.0|63.0|0|0
13.024|55.953|0|0
9.0|60.0|0|0
13.024|45.953|0|1
9.0|50.0|0|0
11.0|45.0|0|0
13.024|60.953|0|1
10.0|50.0|0|1
7.0|25.0|0|0
13.0|35.0|0|0
9.024|45.953|0|0
6.0|40.0|0|1
10.0|40.0|0|0
7.024|18.953|0|0
5.0|40.0|0|0
10.0|20.0|0|0
12.024|37.953|0|0
10.0|35.0|0|1
10.0|40.0|0|0
6.0|40.0|0|0
6.0|22.0|0|0
13.0|40.0|0|1
9.0|40.0|0|0
9.0|45.0|0|0
9.0|40.0|0|0
9.0|40.0|0|0
13.0|20.0|0|0
9.024|40.953|0|0
10.0|40.0|0|0
5.024|45.953|0|0
7.024|14.953|0|0
6.0|30.0|0|0
13.0|40.0|0|0
13.0|60.0|0|0
9.0|40.0|0|0
5.0|40.0|0|0
6.024|43.953|0|0
13.024|27.953|0|0
9.0|40.0|0|0
10.0|48.0|0|0
11.0|45.0|0|0
9.0|45.0|0|0
10.0|40.0|0|0
13.024|20.953|0|0
9.0|40.0|0|0
9.024|45.953|0|0
2.0|40.0|0|0
10.0|60.0|0|0
14.024|45.953|0|0
12.0|45.0|0|1
9.0|40.0|0|0
10.024|30.953|0|0
12.0|50.0|0|0
9.024|45.953|0|0
9.0|41.0|0|0
9.0|50.0|0|0
10.024|50.953|0|0
9.0|40.0|0|0
10.0|40.0|0|0
9.0|40.0|0|0
12.0|40.0|0|0
15.0|36.0|0|0
9.0|40.0|0|0
13.024|45.953|0|0
9.0|40.0|0|0
1.0|40.0|0|0
9.0|55.0|0|0
5.0|40.0|0|0
11.024|41.953|0|0
7.0|40.0|0|0
14.0|50.0|0|0
16.0|50.0|0|0
9.0|45.0|0|0
9.0|40.0|0|0
9.0|35.0|0|0
5.0|35.0|0|0
15.0|60.0|0|0
14.024|40.953|0|0
15.0|45.0|0|0
9.024|45.953|0|0
11.0|40.0|0|0
13.0|38.0|0|0
12.0|40.0|0|0
10.0|35.0|0|0
9.024|44.953|0|0
9.0|25.0|0|0
10.0|40.0|0|0
11.0|43.0|0|0
10.0|40.0|0|0
15.0|45.0|0|0
13.024|13.953|0|1
10.0|99.0|0|0
9.0|40.0|0|0
9.0|35.0|0|0
10.0|24.0|0|0
11.024|60.953|0|0
9.024|40.953|0|0
9.024|45.953|0|0
14.024|45.953|0|1
8.024|40.953|0|1
9.0|40.0|0|0
9.024|9.953|0|0
7.024|41.953|0|0
13.024|35.953|0|0
14.0|50.0|0|0
2.0|32.0|0|0
10.0|45.0|0|0
11.0|40.0|0|0
12.024|45.953|0|0
13.0|50.0|0|1
4.0|35.0|0|1
9.0|50.0|0|0
14.0|40.0|0|0
10.024|45.953|0|0
9.0|72.0|0|0
9.0|50.0|0|0
7.024|21.953|0|0
10.024|40.953|0|1
9.0|60.0|0|0
9.0|40.0|0|1
9.0|20.0|0|0
9.0|40.0|0|1
9.0|50.0|0|0
10.024|43.953|0|1
13.024|35.953|0|0
13.024|55.953|0|0
16.0|45.953|0|0
13.0|38.0|0|0
12.0|40.0|0|0
12.0|45.0|0|1
9.0|48.0|0|0
10.024|45.953|0|0
10.0|60.0|0|0
9.0|70.0|0|0
13.0|55.0|0|0
9.0|40.0|0|0
13.024|45.953|0|0
10.0|40.0|0|0
9.024|42.953|0|0
10.0|48.0|0|1
9.024|21.953|0|1
8.0|40.0|0|0
11.0|45.0|0|1
9.024|53.953|0|0
10.0|40.0|0|0
15.024|55.953|0|0
13.0|50.0|0|0
14.0|50.0|0|0
14.0|40.0|0|1
13.024|45.953|0|0
10.0|10.0|0|0
3.0|40.0|0|0
13.0|40.0|0|1
9.024|45.953|0|1
13.0|45.0|0|0
10.0|40.0|0|0
10.0|30.0|0|0
7.0|35.0|0|0
9.0|40.0|0|0
13.024|43.953|0|1
11.0|40.0|0|0
11.024|40.953|0|1
13.0|45.0|0|0
9.024|41.953|0|0
15.0|50.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
7.024|45.953|0|0
13.0|44.0|0|0
13.0|40.0|0|0
9.0|40.0|0|0
14.0|50.0|0|0
11.024|45.953|0|0
15.0|50.0|0|0
14.0|50.0|0|0
8.024|45.953|0|0
10.0|50.0|0|0
10.0|45.0|0|0
11.0|40.0|0|0
10.0|40.0|0|0
11.0|50.0|0|0
13.0|60.0|0|0
9.024|45.953|0|0
10.0|43.0|0|0
13.024|21.953|0|0
5.0|40.0|0|0
10.024|45.953|0|1
10.0|40.0|0|0
9.0|40.0|0|0
9.024|45.953|0|0
13.024|43.953|0|0
9.0|40.0|0|0
9.024|25.953|0|0
10.024|35.953|0|0
9.024|45.953|0|0
12.0|45.0|0|0
9.0|40.0|0|0
13.0|45.0|0|0
9.0|32.0|0|0
10.0|40.0|0|1
10.0|10.0|0|0
13.0|60.0|0|0
14.0|35.0|0|0
9.0|40.0|0|1
5.024|47.953|0|0
13.0|55.0|0|0
9.0|40.0|0|0
7.0|15.0|0|0
9.0|43.0|0|0
10.0|40.0|0|0
9.024|37.953|0|1
13.0|45.0|0|1
10.0|40.0|0|0
9.0|35.0|0|0
10.0|40.0|0|0
10.024|25.953|0|0
14.024|25.953|0|0
10.0|21.0|0|0
14.0|40.0|0|0
5.0|30.0|0|0
4.0|43.0|0|0
8.0|15.0|0|0
11.0|40.0|0|0
9.0|40.0|0|0
10.024|20.953|0|0
9.0|40.0|0|0
10.0|65.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
8.024|45.953|0|0
13.0|48.0|0|1
13.0|44.0|0|0
13.024|15.953|0|0
9.0|40.0|0|0
12.0|40.0|0|0
14.024|45.953|0|0
13.0|45.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
9.024|45.953|0|0
13.0|40.0|0|0
6.024|45.953|0|0
14.024|45.953|0|0
10.0|40.0|0|0
13.0|64.0|0|1
13.0|40.0|0|0
10.024|45.953|0|0
13.0|40.0|0|0
9.0|60.0|0|0
9.0|40.0|0|0
13.0|45.0|0|0
10.024|15.953|0|1
10.0|40.0|0|0
13.0|50.0|0|0
15.0|99.0|0|0
7.0|15.0|0|1
16.0|40.0|0|0
13.0|40.0|0|0
13.0|45.0|0|0
9.024|21.953|0|0
9.0|40.0|0|0
13.024|45.953|0|0
13.024|9.953|0|0
7.0|15.0|0|0
9.0|40.0|0|0
11.024|35.953|0|0
13.0|40.0|0|0
14.0|40.0|0|0
13.0|40.0|0|0
14.024|55.953|0|1
14.024|45.953|0|0
11.0|45.0|0|0
13.0|40.0|0|0
13.0|40.0|0|0
9.0|40.0|0|1
10.024|45.953|0|0
9.0|40.0|0|0
9.0|40.0|0|0
9.0|50.0|0|0
12.0|50.0|0|0
13.0|45.0|0|1
9.024|45.953|0|0
14.024|40.953|0|0
13.0|40.0|0|0
13.0|53.0|0|0
13.024|25.953|0|0
10.0|40.0|0|0
10.024|45.953|0|0
9.0|52.0|0|0
13.024|45.953|0|0
4.0|60.0|0|0
10.024|35.953|0|0
15.0|60.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
13.0|40.0|0|0
15.024|50.953|0|0
9.024|25.953|0|0
10.0|38.0|0|0
9.0|45.0|0|0
7.0|40.0|0|0
10.0|50.0|0|0
9.0|40.0|0|0
9.0|40.0|0|0
13.024|50.953|0|0
9.024|20.953|0|0
7.024|45.953|0|0
5.024|75.953|0|0
9.0|35.0|0|0
9.0|40.0|0|0
10.024|50.953|0|0
9.024|45.953|0|1
10.024|45.953|0|0
9.024|13.953|0|1
9.0|40.0|0|0
9.024|40.953|0|0
9.0|40.0|0|0
14.0|50.0|0|1
9.024|67.953|0|1
9.0|40.0|0|1
9.0|40.0|0|0
10.0|40.0|0|0
10.024|34.953|0|0
10.0|40.0|0|0
8.024|55.953|0|1
14.0|60.0|0|0
13.0|55.0|0|0
9.0|40.0|0|1
10.024|25.953|0|0
9.0|40.0|0|0
9.0|60.0|0|0
10.024|25.953|0|1
4.024|49.953|0|0
10.024|27.953|0|0
11.0|45.0|0|0
9.024|45.953|0|1
10.0|40.0|0|0
10.0|47.0|0|0
13.024|49.953|0|0
10.024|40.953|0|1
11.0|40.0|0|1
10.0|25.0|0|0
10.0|70.0|0|0
9.0|45.0|0|0
9.0|70.0|0|0
10.024|35.953|0|0
13.0|40.0|0|0
12.0|40.0|0|0
9.0|20.0|0|0
5.0|55.0|0|0
10.024|45.953|0|0
11.024|45.953|0|0
10.024|15.953|0|0
10.024|45.953|0|1
9.024|45.953|0|1
13.0|40.0|0|0
10.0|20.0|0|0
9.024|45.953|0|0
9.024|45.953|0|1
9.024|43.953|0|0
9.0|40.0|0|0
13.0|40.0|0|0
9.0|40.0|0|0
15.0|50.0|0|0
14.024|45.953|0|0
8.024|45.953|0|0
10.024|45.953|0|1
9.0|24.0|0|0
10.024|25.953|0|0
9.024|45.953|0|0
11.024|40.953|0|0
9.0|40.0|0|1
14.0|35.0|0|0
9.0|40.0|0|0
10.0|45.0|0|0
10.024|45.953|0|0
9.024|45.953|0|1
9.024|45.953|0|0
13.0|10.0|0|0
14.0|50.0|0|0
12.0|44.0|0|0
10.0|50.0|0|0
8.0|20.0|0|1
7.0|40.0|0|0
9.0|40.0|0|0
9.024|25.953|0|0
10.0|30.0|0|0
13.024|53.953|0|0
11.0|40.0|0|0
10.0|40.0|0|0
10.0|47.0|0|0
8.024|17.953|0|0
13.024|50.953|0|0
11.0|40.0|0|0
9.0|20.0|0|1
10.0|40.0|0|0
10.024|20.953|0|0
13.0|40.0|0|0
9.024|45.953|0|0
9.0|40.0|0|0
3.0|45.0|0|0
16.0|40.0|0|0
9.0|40.0|0|0
14.024|45.953|0|0
8.0|50.0|0|0
9.0|42.0|0|0
7.0|40.0|0|0
7.0|40.0|0|0
10.0|50.0|0|0
9.024|45.953|0|0
13.0|40.0|0|1
13.0|50.0|0|0
4.0|40.0|0|0
10.0|40.0|0|0
8.0|40.0|0|1
10.0|35.0|0|0
13.0|60.0|0|0
9.0|40.0|0|1
3.0|40.0|0|0
10.024|30.953|0|0
9.0|40.0|0|0
13.024|65.953|0|0
9.0|40.0|0|1
10.024|25.953|0|0
13.0|63.0|0|0
9.0|40.0|0|0
13.0|40.0|0|0
11.024|45.953|0|0
9.024|45.953|0|0
10.024|45.953|0|0
7.024|20.953|0|1
9.0|50.0|0|0
3.0|20.0|0|0
6.0|40.0|0|1
10.0|40.0|0|1
9.0|50.0|0|0
9.0|40.0|0|1
9.0|40.0|0|0
9.0|40.0|0|1
15.0|55.0|0|0
14.0|40.0|0|0
5.0|52.0|0|1
10.024|50.953|0|0
14.0|40.0|0|0
8.024|45.953|0|0
13.0|43.0|0|0
10.0|40.0|0|0
15.0|50.0|0|0
10.0|60.0|0|0
12.0|40.0|0|0
9.0|45.0|0|0
9.024|41.953|0|0
9.024|45.953|0|0
15.0|34.0|0|0
9.0|40.0|0|0
9.0|25.0|0|1
12.0|20.0|0|0
10.024|40.953|0|0
11.0|60.0|0|0
12.0|45.0|0|0
6.024|40.953|0|1
10.024|45.953|0|0
6.024|9.953|0|0
10.024|45.953|0|0
9.024|19.953|0|0
13.0|40.0|0|1
9.0|30.0|0|1
15.0|36.0|0|0
7.0|15.0|0|0
9.0|40.0|0|0
13.0|40.0|0|0
10.024|50.953|0|0
9.024|35.953|0|0
9.0|40.0|0|0
1.0|35.0|0|0
9.0|45.0|0|0
9.0|40.0|0|0
9.0|15.0|0|0
11.0|50.0|0|0
6.0|40.0|0|0
9.024|57.953|0|1
7.0|40.0|0|1
13.0|40.0|0|0
9.0|45.0|0|0
10.024|15.953|0|0
12.0|3.0|0|0
10.0|40.0|0|0
13.0|40.0|0|0
13.024|50.953|0|0
9.0|90.0|0|0
14.0|20.0|0|1
7.024|25.953|0|0
7.024|9.953|0|0
7.0|40.0|0|0
9.0|1.0|0|1
9.0|50.0|0|0
10.0|60.0|0|0
10.024|45.953|0|0
10.0|40.0|0|0
4.0|40.0|0|0
9.0|50.0|0|0
13.0|40.0|0|0
13.0|40.0|0|0
15.0|75.0|0|0
9.0|40.0|0|0
9.0|42.0|0|0
9.0|40.0|0|0
7.0|40.0|0|1
10.024|75.953|0|1
9.0|50.0|0|0
3.0|40.0|0|0
9.024|45.953|0|0
14.0|40.0|0|0
10.0|40.0|0|0
10.024|55.953|0|0
13.024|43.953|0|0
10.024|25.953|0|0
10.024|45.953|0|1
13.0|65.0|0|0
13.0|40.0|0|0
10.024|25.953|0|0
9.0|40.0|0|0
13.024|35.953|0|0
13.024|45.953|0|1
9.0|40.0|0|0
14.0|40.0|0|0
10.0|40.0|0|0
10.0|40.0|0|0
5.0|35.0|0|0
9.0|40.0|0|0
14.0|37.0|0|0
10.0|23.0|0|0
10.0|50.0|0|0
13.0|35.0|0|0
9.024|45.953|0|0
3.024|45.953|0|0
13.0|55.0|0|0
9.0|60.0|0|0
13.0|55.0|0|0
12.0|40.0|0|1
11.0|40.0|0|0
7.0|40.0|0|0
14.0|40.0|0|0
9.024|25.953|0|1
9.0|50.0|0|0
15.0|60.0|0|0
2.0|20.0|0|0
5.0|40.0|0|0
9.0|40.0|0|0
13.0|40.0|0|0
13.0|60.0|0|0
10.0|40.0|0|0
10.0|50.0|0|0
13.0|40.0|0|1
9.0|40.0|0|0
13.024|45.953|0|1
13.0|55.0|0|1
13.0|10.0|0|0
10.024|45.953|0|0
10.024|40.953|0|0
10.024|45.953|0|0
4.0|40.0|0|0
12.0|50.0|0|0
10.0|35.0|0|0
9.0|60.0|0|0
13.024|55.953|0|0
13.0|40.0|0|1
9.0|40.0|0|0
9.0|40.0|0|0
10.0|48.0|0|0
12.0|40.0|0|0
9.0|47.0|0|0
9.0|70.0|0|0
10.024|45.953|0|0
14.0|50.0|0|0
10.0|40.0|0|0
6.0|40.0|0|0
13.0|40.0|0|0
10.0|60.0|0|0
10.0|40.0|0|0
9.0|40.0|0|0
5.0|40.0|0|0
7.0|20.0|0|0
13.0|40.0|0|0
13.024|45.953|0|0
6.0|40.0|0|1
13.0|40.0|0|0
10.024|45.953|0|0
9.024|45.953|0|0
13.0|48.0|0|0
9.024|17.953|0|1
9.024|33.953|0|0
13.0|40.0|0|0
10.024|45.953|0|1
9.0|40.0|0|0
13.0|50.0|0|0
10.024|15.953|0|0
12.024|50.953|0|0
10.024|45.953|0|0
13.024|37.953|0|0
13.0|60.0|0|0
9.0|40.0|0|1
10.024|35.953|0|0
13.024|47.953|0|0
3.0|40.0|0|0
9.0|40.0|0|0
3.0|36.0|0|0
12.024|45.953|0|0
10.0|40.0|0|0
9.024|9.953|0|0
9.0|37.0|0|0
9.024|45.953|0|0
16.0|50.0|0|0
9.0|60.0|0|0
11.0|40.0|0|0
12.024|62.953|0|0
9.0|80.0|0|0
9.0|46.0|0|0
9.0|40.0|0|0
9.024|55.953|0|0
11.024|41.953|0|0
16.0|42.953|0|0
11.024|35.953|0|0
13.0|48.0|0|0
12.024|45.953|0|0
9.024|45.953|0|1
9.0|40.0|0|0
10.0|40.0|0|0
11.0|45.0|0|0
10.0|55.0|0|0
10.0|40.0|0|0
9.0|44.0|0|0
6.0|50.0|0|0
6.024|45.953|0|0
5.0|20.0|0|1
13.0|40.0|0|0
10.024|29.953|0|0
14.024|45.953|0|0
13.0|45.0|0|0
11.0|40.0|0|0
9.0|98.0|0|0
9.024|45.953|0|0
10.0|40.0|0|0
7.0|40.0|0|0
10.0|45.0|0|1
8.0|40.0|0|0
9.0|28.0|0|0
13.0|38.0|0|0
10.024|30.953|0|0
9.0|40.0|0|0
10.0|40.0|0|0
13.0|60.0|0|0
10.024|17.953|0|1
10.0|40.0|0|0
7.024|21.953|0|0
5.0|40.0|0|0
10.0|32.0|0|1
11.0|30.0|0|0
13.0|45.0|0|0
2.0|40.0|0|0
10.0|40.0|0|0
15.024|17.953|0|0
10.0|40.0|0|0
11.0|40.0|0|0
14.0|45.0|0|1
13.0|20.0|0|0
10.0|24.0|0|0
10.0|40.0|0|0
4.0|60.0|0|0
7.024|25.953|0|0
10.024|35.953|0|0
6.0|40.0|0|1
9.024|45.953|0|0
9.0|27.0|0|0
13.0|60.0|0|0
9.0|40.0|0|0
11.024|45.953|0|0
9.0|40.0|0|0
6.0|25.0|0|0
9.0|40.0|0|0
10.024|40.953|0|0
10.024|45.953|0|0
10.0|12.0|0|1
10.0|40.0|0|0
9.0|15.0|0|0
11.0|40.0|0|0
9.0|40.0|0|0
10.0|40.0|0|1
9.0|40.0|0|0
12.0|40.0|0|0
10.024|45.953|0|1
9.0|10.0|0|0
9.024|45.953|0|0
11.024|41.953|0|0
9.024|45.953|0|1
9.024|45.953|0|0
12.0|45.0|0|0
14.024|45.953|0|0
10.0|50.0|0|0
8.0|40.0|0|0
12.024|15.953|0|0
9.0|40.0|0|0
9.0|40.0|0|0
3.024|45.953|0|0
7.024|21.953|0|0
4.0|40.0|0|0
10.0|40.0|0|1
8.0|38.0|0|0
3.0|40.0|0|1
5.024|45.953|0|0
9.024|25.953|0|0
15.0|40.0|0|1
4.0|40.0|0|0
9.0|99.0|0|0
4.0|45.0|0|0
9.0|40.0|0|0
9.0|35.0|0|0
9.0|40.0|0|0
10.0|40.0|0|0
13.024|60.953|0|0
9.0|40.0|0|0
10.0|40.0|0|0
10.024|25.953|0|0
7.0|40.0|0|0
14.0|40.0|0|0
13.0|60.0|0|0
10.024|30.953|0|0
10.0|60.0|0|0
16.0|45.0|0|0
10.0|38.0|0|1
15.0|65.0|0|0
9.0|55.0|0|0
10.024|45.953|0|0
9.0|32.0|0|1
11.0|55.0|0|0
13.0|45.0|0|0
9.0|40.0|0|1
9.024|35.953|0|1
9.024|45.953|0|0
9.0|40.0|0|0
9.0|28.0|0|0
4.0|40.0|0|0
9.0|50.0|0|0
13.0|60.0|0|0
9.024|37.953|0|0
10.0|40.0|0|0
9.024|45.953|0|0
9.0|30.0|0|0
9.0|50.0|0|0
4.0|50.0|0|0
8.024|45.953|0|0
9.024|8.953|0|0
12.0|12.0|0|0
9.0|40.0|0|0
13.024|29.953|0|1
10.0|35.0|0|0
9.0|40.0|0|0
11.0|40.0|0|0
13.0|45.0|0|0
13.0|50.0|0|0
12.024|99.0|0|0
6.024|50.953|0|1
5.0|40.0|0|0
9.0|40.0|0|0
10.024|45.953|0|1
13.0|50.0|0|0
10.0|40.0|0|1
9.0|40.0|0|0
13.0|30.0|0|0
10.024|20.953|0|0
13.0|40.0|0|1
10.024|40.953|0|1
9.024|45.953|0|1
7.024|45.953|0|0
10.0|40.0|0|0
9.0|20.0|0|0
9.0|48.0|0|0
9.024|45.953|0|0
9.0|53.0|0|0
8.0|40.0|0|0
9.0|12.0|0|0
9.024|45.953|0|1
13.0|2.0|0|0
12.0|40.0|0|0
9.024|45.953|0|0
11.024|25.953|0|0
9.024|85.953|0|0
9.024|45.953|0|0
9.0|40.0|0|0
16.0|55.0|0|0
13.0|40.0|0|0
9.0|30.0|0|0
9.0|50.0|0|0
9.0|37.0|0|0
13.024|50.953|0|0
5.0|40.0|0|0
10.0|40.0|0|0
9.0|40.0|0|0
10.0|20.0|0|0
9.024|45.953|0|0
16.0|25.0|0|0
10.024|20.953|0|0
9.0|35.0|0|0
13.024|45.953|0|0
9.0|45.0|0|0
10.024|45.953|0|0
9.024|45.953|0|0
10.0|32.0|0|0
10.0|48.0|0|0
12.0|20.0|0|0
9.0|40.0|0|0
10.024|42.953|0|1
15.0|45.0|0|0
14.024|45.953|0|0
13.0|50.0|0|0
13.024|45.953|0|0
15.0|28.0|0|0
9.0|25.0|0|1
10.024|45.953|0|0
9.0|60.0|0|0
3.0|40.0|0|0
10.024|47.953|0|0
9.0|40.0|0|0
5.024|25.953|0|0
13.0|55.0|0|0
9.0|30.0|0|1
8.0|25.0|0|0
9.024|45.953|0|0
9.0|40.0|0|0
9.0|50.0|0|0
9.0|40.0|0|0
12.0|40.0|0|0
8.0|40.0|0|0
11.024|41.953|0|0
10.024|13.953|0|0
13.0|60.0|0|0
9.0|50.0|0|0
14.0|40.0|0|0
9.024|40.953|0|0
11.024|40.953|0|0
10.0|40.0|0|0
13.024|45.953|0|1
13.0|50.0|0|0
9.024|50.953|0|0
14.0|40.0|0|0
9.0|60.0|0|0
13.0|65.0|0|0
11.0|40.0|0|1
14.024|53.953|0|0
10.024|45.953|0|0
11.0|65.0|0|0
13.0|40.0|0|0
11.0|60.0|0|0
10.0|40.0|0|0
16.0|43.953|0|0
10.0|36.0|0|0
10.0|25.0|0|1
13.0|40.0|0|0
13.024|37.953|0|0
9.0|40.0|0|0
10.024|30.953|0|0
9.0|40.0|0|0
9.024|45.953|0|0
8.0|36.0|0|1
10.0|10.0|0|0
9.0|40.0|0|0
9.0|38.0|0|0
7.024|45.953|0|1
9.0|40.0|0|0
10.024|28.953|0|0
9.0|24.0|0|0
10.024|45.953|0|0
9.0|40.0|0|0
14.0|15.0|0|0
10.024|35.953|0|0
9.0|48.0|0|0
10.024|45.953|0|1
10.0|60.0|0|0
14.0|30.0|0|0
9.024|42.953|0|0
10.024|45.953|0|1
12.0|50.0|0|0
10.0|40.0|0|0
13.024|45.953|0|0
10.024|45.953|0|0
13.0|25.0|0|1
9.0|48.0|0|0
10.0|40.0|0|0
13.0|50.0|0|0
8.0|40.0|0|0
6.0|40.0|0|0
10.0|30.0|0|1
13.0|40.0|0|0
13.0|30.0|0|0
13.024|47.953|0|0
9.0|45.0|0|0
10.0|20.0|0|0
7.0|40.0|0|0
10.024|45.953|0|1
12.024|35.953|0|0
14.0|55.0|0|0
10.024|45.953|0|0
14.0|40.0|0|1
15.0|50.0|0|1
12.0|55.0|0|0
13.024|15.953|0|0
9.0|40.0|0|0
7.024|25.953|0|0
13.0|55.0|0|0
7.0|40.0|0|1
10.024|45.953|0|1
9.0|40.0|0|0
9.0|60.0|0|0
9.0|40.0|0|0
9.0|50.0|0|0
14.0|40.0|0|1
15.024|53.953|0|0
10.0|30.0|0|0
9.0|40.0|0|0
10.0|40.0|0|1
13.024|70.953|0|0
10.024|49.953|0|0
14.024|45.953|0|0
9.0|45.0|0|0
9.0|40.0|0|0
14.0|50.0|0|0
7.024|45.953|0|0
10.024|55.953|0|0
6.024|20.953|0|0
6.0|25.0|0|1
9.0|84.0|0|0
10.0|57.0|0|0
13.0|99.0|0|0
9.0|70.0|0|0
4.0|25.0|0|0
9.0|20.0|0|0
9.024|45.953|0|0
15.0|55.0|0|0
9.0|40.0|0|0
9.024|53.953|0|1
9.0|40.0|0|0
9.0|40.0|0|0
10.024|20.953|0|0
9.024|45.953|0|0
6.0|40.0|0|1
16.0|70.0|0|0
9.024|65.953|0|0
9.024|40.953|0|0
7.024|37.953|0|0
9.024|25.953|0|0
4.0|65.0|0|0
7.0|50.0|0|0
4.024|55.953|0|0
16.0|40.0|0|0
13.0|55.0|0|0
6.0|56.0|0|0
15.0|40.0|0|0
10.0|40.0|0|0
14.024|44.953|0|0
9.0|48.0|0|0
6.0|35.0|0|0
9.024|45.953|0|0
9.0|40.0|0|0
11.024|45.953|0|0
9.0|60.0|0|0
10.0|50.0|0|0
6.0|40.0|0|1
11.0|70.0|0|0
12.0|40.0|0|0
13.024|45.953|0|0
9.0|47.0|0|0
7.0|15.0|0|0
7.024|30.953|0|0
14.0|45.0|0|0
10.0|35.0|0|0
15.0|40.0|0|0
9.0|40.0|0|0
4.024|40.953|0|0
13.0|40.0|0|0
9.0|35.0|0|0
9.0|45.0|0|0
10.0|35.0|0|0
4.024|43.953|0|0
13.024|25.953|0|1
10.024|53.953|0|0
9.024|45.953|0|0
9.0|40.0|0|0
10.024|45.953|0|1
9.0|40.0|0|0
13.0|32.0|0|1
9.024|45.953|0|0
13.024|45.953|0|0
11.024|25.953|0|1
6.0|50.0|0|0
16.0|40.0|0|0
9.024|45.953|0|1
13.024|45.953|0|0
10.024|45.953|0|0
9.0|45.0|0|0
9.024|45.953|0|1
13.024|50.953|0|1
14.0|80.0|0|0
9.0|44.0|0|0
11.0|40.0|0|0
4.0|24.0|0|0
13.0|50.0|0|0
10.0|40.0|0|0
10.024|77.953|0|0
16.0|40.0|0|1
9.0|45.0|0|0
9.0|80.0|0|0
10.024|45.953|0|0
10.024|55.953|0|0
10.0|46.0|0|0
9.024|45.953|0|0
9.0|53.0|0|0
9.0|50.0|0|1
9.0|40.0|0|1
13.024|55.953|0|0
9.0|50.0|0|0
12.0|40.0|0|0
10.0|60.0|0|0
11.0|60.0|0|0
6.0|40.0|0|0
5.024|53.953|0|0
10.0|50.0|0|0
13.0|30.0|0|0
9.0|48.0|0|0
6.024|35.953|0|1
3.0|40.0|0|1
9.0|60.0|0|0
10.0|40.0|0|0
14.0|42.0|0|0
9.0|40.0|0|0
9.0|40.0|0|0
11.0|44.0|0|0
9.024|41.953|0|0
9.0|40.0|0|1
13.0|40.0|0|0
13.0|45.0|0|0
7.024|21.953|0|0
9.024|25.953|0|0
13.0|32.0|0|1
9.0|40.0|0|0
2.024|45.953|0|0
14.0|55.0|0|0
13.024|67.953|0|0
11.024|41.953|0|0
9.024|45.953|0|1
9.0|6.0|0|0
9.024|55.953|0|0
4.024|55.953|0|0
10.024|45.953|0|0
9.0|96.0|0|0
10.024|45.953|0|0
11.0|40.0|0|0
9.0|40.0|0|0
13.0|40.0|0|0
9.024|30.953|0|0
10.0|43.0|0|1
9.0|40.0|0|1
11.0|40.0|0|0
9.0|40.0|0|0
10.0|65.0|0|0
10.024|30.953|0|0
13.0|40.0|0|0
13.0|45.0|0|0
5.0|30.0|0|0
7.0|30.0|0|0
13.0|40.0|0|0
10.0|1.0|0|0
10.0|43.0|0|0
9.0|60.0|0|0
9.024|45.953|0|0
9.0|55.0|0|0
10.024|15.953|0|0
10.0|40.0|0|1
10.0|40.0|0|0
6.0|6.0|0|0
9.0|45.0|0|0
10.0|50.0|0|0
9.024|45.953|0|0
13.024|45.953|0|0
14.024|50.953|0|0
9.0|40.0|0|0
9.024|45.953|0|1
10.0|40.0|0|0
14.0|55.0|0|0
13.0|60.0|0|0
10.0|30.0|0|0
